Jabatan,Kode Unit,Judul Unit,Elemen Kompetensi,KUK
Customer Support,K.64SPP01.035.1,Memberikan Layanan Edukasi Konsumen,Melaksanakan kegiatan sosialisasi,sosialisasi dilakukan melalui kanal digital maupun tatap muka
Customer Support,K.64SPP01.035.1,Memberikan Layanan Edukasi Konsumen,Melaksanakan kegiatan sosialisasi,tingkat pemahaman konsumen diukur melalui kuesioner.
Data Analyst,K.64SPP01.080.1,Mengelola Data Transaksi Sistem Pembayaran,Melakukan pengolahan data statistik transaksi,data volume nilai transaksi harian dikumpulkan
Data Analyst,K.64SPP01.080.1,Mengelola Data Transaksi Sistem Pembayaran,Melakukan pengolahan data statistik transaksi,tren pertumbuhan transaksi nontunai dianalisis.
Data Analyst,K.64SPP01.080.1,Mengelola Data Transaksi Sistem Pembayaran,Menyusun laporan manajerial,visualisasi data disusun bentuk dashboard
Data Analyst,K.64SPP01.080.1,Mengelola Data Transaksi Sistem Pembayaran,Menyusun laporan manajerial,ringkasan eksekutif performa sistem pembayaran disajikan.
Vault Officer,K.64SPP02.025.1,Mengelola Penyimpanan Uang Tunai di Khazanah,Melakukan penataan uang di dalam khazanah,uang disusun berdasarkan denominasi kondisi uleutle
Vault Officer,K.64SPP02.025.1,Mengelola Penyimpanan Uang Tunai di Khazanah,Melakukan penataan uang di dalam khazanah,kapasitas tampung khazanah dipantau tetap aman.
Vault Officer,K.64SPP02.025.1,Mengelola Penyimpanan Uang Tunai di Khazanah,Menjaga keamanan ruang khazanah,dual control pemegang kunci diterapkan masuk ruang
Vault Officer,K.64SPP02.025.1,Mengelola Penyimpanan Uang Tunai di Khazanah,Menjaga keamanan ruang khazanah,suhu kelembapan ruangan dijaga uang rusak.
Logistik Uang,K.64SPP02.030.1,Mengelola Distribusi Uang Rupiah,Merencanakan jadwal distribusi,kebutuhan uang tunai daerah tujuan diprediksi
Logistik Uang,K.64SPP02.030.1,Mengelola Distribusi Uang Rupiah,Merencanakan jadwal distribusi,rute distribusi paling aman efisien ditentukan.
Logistik Uang,K.64SPP02.030.1,Mengelola Distribusi Uang Rupiah,Melaksanakan proses loading/unloading,jumlah bundel uang diperiksa masuk kendaraan
Logistik Uang,K.64SPP02.030.1,Mengelola Distribusi Uang Rupiah,Melaksanakan proses loading/unloading,berita acara distribusi ditandatangani petugas pengawal.
Legal Officer,K.64SPP04.015.1,Menyusun Perjanjian Kerja Sama (PKS),Merancang klausul perjanjian,ruang lingkup kerja sama mitra teknis didefinisikan
Legal Officer,K.64SPP04.015.1,Menyusun Perjanjian Kerja Sama (PKS),Merancang klausul perjanjian,klausul kerahasiaan data nda dimasukkan draf.
Legal Officer,K.64SPP04.015.1,Menyusun Perjanjian Kerja Sama (PKS),Melakukan negosiasi kontrak,perbedaan pandangan hukum mitra diselesaikan
Legal Officer,K.64SPP04.015.1,Menyusun Perjanjian Kerja Sama (PKS),Melakukan negosiasi kontrak,dokumen final pks ditandatangani pejabat berwenang.
E-Wallet Admin,K.64SPP01.085.1,Mengelola Operasional Uang Elektronik,Memantau saldo mengendap (Floating Fund),saldo dana pengguna dihitung hari
E-Wallet Admin,K.64SPP01.085.1,Mengelola Operasional Uang Elektronik,Memantau saldo mengendap (Floating Fund),penempatan dana bank disetujui dipastikan sesuai aturan.
E-Wallet Admin,K.64SPP01.085.1,Mengelola Operasional Uang Elektronik,Menangani pengembalian dana (Refund),validasi klaim kegagalan transaksi dilakukan
E-Wallet Admin,K.64SPP01.085.1,Mengelola Operasional Uang Elektronik,Menangani pengembalian dana (Refund),proses pengembalian saldo akun pengguna dijalankan.
Remittance Clerk,K.64SPP01.090.1,Melakukan Layanan Kiriman Uang Luar Negeri,Melakukan pengecekan sanksi internasional,nama pengirim penerima diperiksa daftar cekal un list
Remittance Clerk,K.64SPP01.090.1,Melakukan Layanan Kiriman Uang Luar Negeri,Melakukan pengecekan sanksi internasional,transaksi negara berisiko tinggi fatf list dianalisis.
Remittance Clerk,K.64SPP01.090.1,Melakukan Layanan Kiriman Uang Luar Negeri,Menginformasikan biaya koresponden,biaya bank perantara bendeduct dijelaskan nasabah
Remittance Clerk,K.64SPP01.090.1,Melakukan Layanan Kiriman Uang Luar Negeri,Menginformasikan biaya koresponden,estimasi waktu dana di negara tujuan diinformasikan.
Internal Auditor,K.64SPP03.030.1,Melakukan Audit Kepatuhan Anti Pencucian Uang,Mengevaluasi sistem scoring risiko nasabah,bobot kriteria risiko nasabah diperiksa logikanya
Internal Auditor,K.64SPP03.030.1,Melakukan Audit Kepatuhan Anti Pencucian Uang,Mengevaluasi sistem scoring risiko nasabah,ketepatan penetapan status pep politically exposed person divalidasi.
Internal Auditor,K.64SPP03.030.1,Melakukan Audit Kepatuhan Anti Pencucian Uang,Meninjau laporan ke PPATK,kelengkapan laporan transaksi tunai ltt diverifikasi
Internal Auditor,K.64SPP03.030.1,Melakukan Audit Kepatuhan Anti Pencucian Uang,Meninjau laporan ke PPATK,ketepatan waktu pengiriman laporan otoritas dipastikan.
Network Admin,K.64SPP01.095.1,Mengelola Jaringan Komunikasi Data Keuangan,Konfigurasi jalur komunikasi tertutup (VPN),jalur komunikasi terenkripsi antar kantor cabang dibangun
Network Admin,K.64SPP01.095.1,Mengelola Jaringan Komunikasi Data Keuangan,Konfigurasi jalur komunikasi tertutup (VPN),performa latensi jaringan dipantau transaksi timeout.
Network Admin,K.64SPP01.095.1,Mengelola Jaringan Komunikasi Data Keuangan,Mengelola redundancy link,jalur koneksi cadangan backup link disiapkan
Network Admin,K.64SPP01.095.1,Mengelola Jaringan Komunikasi Data Keuangan,Mengelola redundancy link,failover otomatis diuji coba berkala.
Finance Officer,K.64SPP01.100.1,Melakukan Pembayaran Pajak Transaksi,Menghitung pajak atas biaya administrasi,pajak pertambahan nilai ppn atas fee transaksi dihitung
Finance Officer,K.64SPP01.100.1,Melakukan Pembayaran Pajak Transaksi,Menghitung pajak atas biaya administrasi,bukti potong pajak disiapkan mitra bisnis.
Finance Officer,K.64SPP01.100.1,Melakukan Pembayaran Pajak Transaksi,Melaporkan setoran pajak,data pajak diunggah sistem efaktur otoritas pajak
Finance Officer,K.64SPP01.100.1,Melakukan Pembayaran Pajak Transaksi,Melaporkan setoran pajak,ssp surat setoran pajak disimpan arsip akuntansi.
Penyelenggara Kliring,K.64SPP01.042.1,Melaksanakan Kliring Berjadwal,Melakukan validasi pesan kliring,pesan kliring masuk diperiksa kelengkapan formatnya
Penyelenggara Kliring,K.64SPP01.042.1,Melaksanakan Kliring Berjadwal,Melakukan validasi pesan kliring,saldo peserta kliring dipastikan cukup proses setelmen.
Penyelenggara Kliring,K.64SPP01.042.1,Melaksanakan Kliring Berjadwal,Menghasilkan laporan posisi kliring,hasil perhitungan kewajiban antar bank diterbitkan
Penyelenggara Kliring,K.64SPP01.042.1,Melaksanakan Kliring Berjadwal,Menghasilkan laporan posisi kliring,laporan rekapitulasi harian dikirimkan peserta kliring.
Officer Penagihan,K.64SPP01.045.1,Mengelola Penagihan Transaksi Gagal,Mengidentifikasi penyebab gagal setelmen,transaksi tidak terselesaikan pending ditarik datanya
Officer Penagihan,K.64SPP01.045.1,Mengelola Penagihan Transaksi Gagal,Mengidentifikasi penyebab gagal setelmen,kesalahan teknis kekurangan dana diidentifikasi.
Officer Penagihan,K.64SPP01.045.1,Mengelola Penagihan Transaksi Gagal,Melakukan rekonsiliasi piutang,konfirmasi penagihan dikirimkan bank lawan
Officer Penagihan,K.64SPP01.045.1,Mengelola Penagihan Transaksi Gagal,Melakukan rekonsiliasi piutang,dana pengganti dipastikan masuk rekening penampung.
Security Guard,K.64SPP02.040.1,Melakukan Pengawalan Uang Tunai,Melakukan pemeriksaan keamanan rute,rute pengiriman dianalisis potensi kerawanannya
Security Guard,K.64SPP02.040.1,Melakukan Pengawalan Uang Tunai,Melakukan pemeriksaan keamanan rute,jalur alternatif disiapkan terjadi hambatan jalur utama.
Security Guard,K.64SPP02.040.1,Melakukan Pengawalan Uang Tunai,Melaksanakan prosedur tanggap darurat,tindakan perlindungan dilakukan terjadi upaya perampokan
Security Guard,K.64SPP02.040.1,Melakukan Pengawalan Uang Tunai,Melaksanakan prosedur tanggap darurat,komunikasi pusat komando command center dijaga selama insiden.
Quality Control,K.64SPP02.045.1,Melakukan Kontrol Kualitas Uang Rupiah,Memeriksa spesifikasi uang baru,kualitas cetak warna uang diperiksa kesesuaiannya standar
Quality Control,K.64SPP02.045.1,Melakukan Kontrol Kualitas Uang Rupiah,Memeriksa spesifikasi uang baru,unsur pengaman security features dipastikan berfungsi.
Quality Control,K.64SPP02.045.1,Melakukan Kontrol Kualitas Uang Rupiah,Mengelola uang hasil sortir mesin,akurasi mesin sortir uang dipantau periodik
Quality Control,K.64SPP02.045.1,Melakukan Kontrol Kualitas Uang Rupiah,Mengelola uang hasil sortir mesin,sampel uang layak edar diuji ketahanannya fisik.
Merchant Relation,K.64SPP01.055.1,Mengelola Layanan Merchant,Melakukan edukasi penggunaan mesin EDC,petugas merchant dilatih cara memproses transaksi
Merchant Relation,K.64SPP01.055.1,Mengelola Layanan Merchant,Melakukan edukasi penggunaan mesin EDC,prosedur penanganan kartu tertelan dijelaskan merchant.
Merchant Relation,K.64SPP01.055.1,Mengelola Layanan Merchant,Memproses klaim chargeback merchant,dokumen sanggahan transaksi dikumpulkan merchant
Merchant Relation,K.64SPP01.055.1,Mengelola Layanan Merchant,Memproses klaim chargeback merchant,investigasi dilakukan menentukan validitas transaksi.
IT Network,K.64SPP01.060.1,Mengelola Konektivitas Antar Bank,Melakukan konfigurasi router jaringan,protokol routing diatur efisiensi pengiriman data
IT Network,K.64SPP01.060.1,Mengelola Konektivitas Antar Bank,Melakukan konfigurasi router jaringan,firewall diatur mengizinkan trafik alamat ip dikenal.
IT Network,K.64SPP01.060.1,Mengelola Konektivitas Antar Bank,Menangani masalah latensi tinggi,analisis trafik dilakukan menggunakan network analyzer
IT Network,K.64SPP01.060.1,Mengelola Konektivitas Antar Bank,Menangani masalah latensi tinggi,bandwidth disesuaikan mencegah kemacetan data transaksi.
Business Strategist,K.64SPP03.040.1,Melakukan Analisis Strategi Bisnis SP,Melakukan benchmarking kompetitor,fitur layanan pembayaran pesaing dipetakan
Business Strategist,K.64SPP03.040.1,Melakukan Analisis Strategi Bisnis SP,Melakukan benchmarking kompetitor,keunggulan kompetitif produk internal dianalisis.
Business Strategist,K.64SPP03.040.1,Melakukan Analisis Strategi Bisnis SP,Menyusun proyeksi pertumbuhan bisnis,target jumlah pengguna volume transaksi ditetapkan
Business Strategist,K.64SPP03.040.1,Melakukan Analisis Strategi Bisnis SP,Menyusun proyeksi pertumbuhan bisnis,rencana pemasaran terintegrasi disusun mencapai target.
Treasury Officer,K.64SPP01.065.1,Mengelola Penempatan Dana di Bank Sentral,Memonitor saldo Giro di Bank Indonesia,saldo harian rekening rtgs dipantau
Treasury Officer,K.64SPP01.065.1,Mengelola Penempatan Dana di Bank Sentral,Memonitor saldo Giro di Bank Indonesia,kecukupan dana giro wajib minimum gwm dipastikan.
Treasury Officer,K.64SPP01.065.1,Mengelola Penempatan Dana di Bank Sentral,Melakukan transaksi pasar uang antar bank,kebutuhan dana jangka pendek overnight dipenuhi melalui pinjaman interbank
Treasury Officer,K.64SPP01.065.1,Mengelola Penempatan Dana di Bank Sentral,Melakukan transaksi pasar uang antar bank,penempatan dana surplus dilakukan optimalisasi profit.
Logistik,K.64SPP02.050.1,Mengelola Inventori Perlengkapan Kas,Mengelola stok segel dan kantong uang,persediaan segel plastik bernomor seri dipantau
Logistik,K.64SPP02.050.1,Mengelola Inventori Perlengkapan Kas,Mengelola stok segel dan kantong uang,kantong uang rusak dipisahkan persediaan.
Logistik,K.64SPP02.050.1,Mengelola Inventori Perlengkapan Kas,Mendistribusikan perlengkapan ke cabang,permintaan perlengkapan kas cabang divalidasi
Logistik,K.64SPP02.050.1,Mengelola Inventori Perlengkapan Kas,Mendistribusikan perlengkapan ke cabang,pengiriman barang dilakukan dokumen tanda terima.
Risk Auditor,K.64SPP03.045.1,Melakukan Audit Risiko Reputasi,Mengidentifikasi pemberitaan negatif,sentimen media sosial terkait layanan sistem pembayaran dipantau
Risk Auditor,K.64SPP03.045.1,Melakukan Audit Risiko Reputasi,Mengidentifikasi pemberitaan negatif,keluhan publik viral diidentifikasi dampaknya citra perusahaan.
Risk Auditor,K.64SPP03.045.1,Melakukan Audit Risiko Reputasi,Menyusun strategi mitigasi krisis,prosedur komunikasi krisis crisis communication disiapkan
Risk Auditor,K.64SPP03.045.1,Melakukan Audit Risiko Reputasi,Menyusun strategi mitigasi krisis,laporan evaluasi kepercayaan nasabah disusun berkala.
App Developer,K.64SPP01.075.1,Mengelola Keamanan Kode Aplikasi SP,Melakukan pengujian penetrasi (Pen-Test),kerentanan aplikasi mobile banking diidentifikasi
App Developer,K.64SPP01.075.1,Mengelola Keamanan Kode Aplikasi SP,Melakukan pengujian penetrasi (Pen-Test),celah keamanan sql injection xss diuji kekuatannya.
App Developer,K.64SPP01.075.1,Mengelola Keamanan Kode Aplikasi SP,Menerapkan enkripsi pada level aplikasi,algoritma enkripsi kuat diimplementasikan data sensitif nasabah
App Developer,K.64SPP01.075.1,Mengelola Keamanan Kode Aplikasi SP,Menerapkan enkripsi pada level aplikasi,pengelolaan token keamanan diatur akses api.
Operational Manager,K.64SPP04.020.1,Mengelola Etika Bisnis Sistem Pembayaran,Menyusun panduan kode etik karyawan,standar perilaku profesional unit sistem pembayaran dirumuskan
Operational Manager,K.64SPP04.020.1,Mengelola Etika Bisnis Sistem Pembayaran,Menyusun panduan kode etik karyawan,larangan gratifikasi benturan kepentingan ditegaskan.
Operational Manager,K.64SPP04.020.1,Mengelola Etika Bisnis Sistem Pembayaran,Melakukan pengawasan integritas,pelanggaran kode etik ditindaklanjuti sesuai peraturan perusahaan
Operational Manager,K.64SPP04.020.1,Mengelola Etika Bisnis Sistem Pembayaran,Melakukan pengawasan integritas,sosialisasi pakta integritas dilakukan seluruh staf operasional.
Customer Experience,K.64SPP01.082.1,Mengelola Antarmuka Layanan Pembayaran,Menganalisis kemudahan navigasi aplikasi,feedback pengguna mengenai uiux aplikasi dikumpulkan
Customer Experience,K.64SPP01.082.1,Mengelola Antarmuka Layanan Pembayaran,Menganalisis kemudahan navigasi aplikasi,kecepatan proses transaksi klik hingga selesai diukur.
Customer Experience,K.64SPP01.082.1,Mengelola Antarmuka Layanan Pembayaran,Melakukan pembaruan desain layanan,fitur baru ditambahkan berdasarkan kebutuhan pengguna
Customer Experience,K.64SPP01.082.1,Mengelola Antarmuka Layanan Pembayaran,Melakukan pembaruan desain layanan,tampilan visual diperbarui lebih intuitif modern.
Asset Manager,K.64SPP02.055.1,Melakukan Pemeliharaan Mesin Pengolah Uang,Melaksanakan perawatan rutin mesin,pembersihan sensor mekanik mesin hitung dilakukan
Asset Manager,K.64SPP02.055.1,Melakukan Pemeliharaan Mesin Pengolah Uang,Melaksanakan perawatan rutin mesin,kalibrasi sensor deteksi uang palsu diperiksa.
Asset Manager,K.64SPP02.055.1,Melakukan Pemeliharaan Mesin Pengolah Uang,Mengelola suku cadang mesin,daftar kebutuhan suku cadang spare parts disusun
Asset Manager,K.64SPP02.055.1,Melakukan Pemeliharaan Mesin Pengolah Uang,Mengelola suku cadang mesin,kerja sama vendor pemeliharaan diawasi performanya.
Reporting Officer,K.64SPP01.092.1,Melaporkan Data Transaksi ke Regulator,Memvalidasi data laporan berkala,angka volume nilai transaksi dicocokkan sistem internal
Reporting Officer,K.64SPP01.092.1,Melaporkan Data Transaksi ke Regulator,Memvalidasi data laporan berkala,kesalahan input data dideteksi pengiriman laporan.
Reporting Officer,K.64SPP01.092.1,Melaporkan Data Transaksi ke Regulator,Mengirimkan laporan via aplikasi regulator,laporan diunggah sistem pelaporan bank indonesia tepat waktu
Reporting Officer,K.64SPP01.092.1,Melaporkan Data Transaksi ke Regulator,Mengirimkan laporan via aplikasi regulator,tanda terima laporan disimpan bukti kepatuhan.
Insinyur Elektro,M.71IEN00.001.1,Melaksanakan Praktik Keinsinyuran dengan Etika dan Profesionalisme,Mematuhi kode etik insinyur dan Mengelola tanggung jawab profesional.,kode etik keinsinyuran dipahami sesuai standar profesi
Insinyur Elektro,M.71IEN00.001.1,Melaksanakan Praktik Keinsinyuran dengan Etika dan Profesionalisme,Mematuhi kode etik insinyur dan Mengelola tanggung jawab profesional.,integritas bekerja dijaga
Insinyur Elektro,M.71IEN00.001.1,Melaksanakan Praktik Keinsinyuran dengan Etika dan Profesionalisme,Mematuhi kode etik insinyur dan Mengelola tanggung jawab profesional.,kepentingan publik diutamakan setiap keputusan teknis
Insinyur Elektro,M.71IEN00.001.1,Melaksanakan Praktik Keinsinyuran dengan Etika dan Profesionalisme,Mematuhi kode etik insinyur dan Mengelola tanggung jawab profesional.,pengembangan kompetensi berkelanjutan dilakukan.
Insinyur Elektro,M.71IEN00.002.1,Melakukan Komunikasi Teknis yang Efektif,Menyusun laporan teknis dan Melakukan presentasi teknis.,dokumen spesifikasi disusun bahasa teknis benar
Insinyur Elektro,M.71IEN00.002.1,Melakukan Komunikasi Teknis yang Efektif,Menyusun laporan teknis dan Melakukan presentasi teknis.,laporan kemajuan proyek dibuat periodik
Insinyur Elektro,M.71IEN00.002.1,Melakukan Komunikasi Teknis yang Efektif,Menyusun laporan teknis dan Melakukan presentasi teknis.,gagasan teknis dipresentasikan pemangku kepentingan.
Insinyur Elektro,M.71IEN00.003.1,Menerapkan Prinsip K3LL di Tempat Kerja,Mengidentifikasi potensi bahaya dan Melaksanakan prosedur keselamatan kerja.,analisis risiko lingkungan kerja dilakukan
Insinyur Elektro,M.71IEN00.003.1,Menerapkan Prinsip K3LL di Tempat Kerja,Mengidentifikasi potensi bahaya dan Melaksanakan prosedur keselamatan kerja.,apd digunakan sesuai standar
Insinyur Elektro,M.71IEN00.003.1,Menerapkan Prinsip K3LL di Tempat Kerja,Mengidentifikasi potensi bahaya dan Melaksanakan prosedur keselamatan kerja.,prosedur keadaan darurat dipatuhi
Insinyur Elektro,M.71IEN00.003.1,Menerapkan Prinsip K3LL di Tempat Kerja,Mengidentifikasi potensi bahaya dan Melaksanakan prosedur keselamatan kerja.,dampak lingkungan proyek elektro diminimalisir.
Insinyur Elektro,M.71IEN00.004.1,Melakukan Perencanaan Sistem Tenaga Listrik,Menganalisis kebutuhan beban dan Merancang konfigurasi jaringan.,profil beban harian dihitung
Insinyur Elektro,M.71IEN00.004.1,Melakukan Perencanaan Sistem Tenaga Listrik,Menganalisis kebutuhan beban dan Merancang konfigurasi jaringan.,pertumbuhan beban masa depan diprediksi
Insinyur Elektro,M.71IEN00.004.1,Melakukan Perencanaan Sistem Tenaga Listrik,Menganalisis kebutuhan beban dan Merancang konfigurasi jaringan.,diagram satu garis single line diagram dirancang
Insinyur Elektro,M.71IEN00.004.1,Melakukan Perencanaan Sistem Tenaga Listrik,Menganalisis kebutuhan beban dan Merancang konfigurasi jaringan.,proteksi sistem ditentukan.
Insinyur Elektro,M.71IEN00.005.1,Melakukan Desain Instalasi Listrik Industri,Menentukan spesifikasi peralatan dan Membuat gambar rancangan.,kapasitas transformator kabel dipilih sesuai beban industri
Insinyur Elektro,M.71IEN00.005.1,Melakukan Desain Instalasi Listrik Industri,Menentukan spesifikasi peralatan dan Membuat gambar rancangan.,motor control center mcc dirancang
Insinyur Elektro,M.71IEN00.005.1,Melakukan Desain Instalasi Listrik Industri,Menentukan spesifikasi peralatan dan Membuat gambar rancangan.,layout peralatan dibuat
Insinyur Elektro,M.71IEN00.005.1,Melakukan Desain Instalasi Listrik Industri,Menentukan spesifikasi peralatan dan Membuat gambar rancangan.,jadwal kabel disusun.
Insinyur Elektro,M.71IEN00.006.1,Menerapkan Sistem Kontrol dan Automasi,Merancang logika kontrol dan Mengintegrasikan komponen automasi.,algoritma kontrol plcdcs disusun
Insinyur Elektro,M.71IEN00.006.1,Menerapkan Sistem Kontrol dan Automasi,Merancang logika kontrol dan Mengintegrasikan komponen automasi.,hmi dirancang monitoring
Insinyur Elektro,M.71IEN00.006.1,Menerapkan Sistem Kontrol dan Automasi,Merancang logika kontrol dan Mengintegrasikan komponen automasi.,sensor aktuator dipilih sesuai parameter proses
Insinyur Elektro,M.71IEN00.006.1,Menerapkan Sistem Kontrol dan Automasi,Merancang logika kontrol dan Mengintegrasikan komponen automasi.,jaringan komunikasi data industri dikonfigurasi.
Insinyur Elektro,M.71IEN00.007.1,Melakukan Analisis Aliran Daya dan Hubung Singkat,Melakukan pemodelan sistem dan Mengevaluasi hasil simulasi.,data parameter peralatan diinput perangkat lunak simulasi
Insinyur Elektro,M.71IEN00.007.1,Melakukan Analisis Aliran Daya dan Hubung Singkat,Melakukan pemodelan sistem dan Mengevaluasi hasil simulasi.,drop tegangan dianalisis
Insinyur Elektro,M.71IEN00.007.1,Melakukan Analisis Aliran Daya dan Hubung Singkat,Melakukan pemodelan sistem dan Mengevaluasi hasil simulasi.,arus hubung singkat dihitung setting proteksi.
Insinyur Elektro,M.71IEN00.008.1,Merancang Sistem Proteksi Tenaga Listrik,Menentukan koordinasi proteksi dan Memilih gawai proteksi.,kurva koordinasi relai dibuat
Insinyur Elektro,M.71IEN00.008.1,Merancang Sistem Proteksi Tenaga Listrik,Menentukan koordinasi proteksi dan Memilih gawai proteksi.,pemutus tenaga circuit breaker dipilih sesuai rating
Insinyur Elektro,M.71IEN00.008.1,Merancang Sistem Proteksi Tenaga Listrik,Menentukan koordinasi proteksi dan Memilih gawai proteksi.,sistem pentanahan grounding dirancang.
Insinyur Elektro,M.71IEN00.009.1,Melakukan Studi Kelayakan Proyek Elektro,Melakukan analisis teknis dan Melakukan analisis ekonomi.,ketersediaan teknologi dievaluasi
Insinyur Elektro,M.71IEN00.009.1,Melakukan Studi Kelayakan Proyek Elektro,Melakukan analisis teknis dan Melakukan analisis ekonomi.,biaya investasi capex operasional opex dihitung
Insinyur Elektro,M.71IEN00.009.1,Melakukan Studi Kelayakan Proyek Elektro,Melakukan analisis teknis dan Melakukan analisis ekonomi.,nilai npv irr dianalisis.
Insinyur Elektro,M.71IEN00.010.1,Mengelola Manajemen Proyek Teknik Elektro,Menyusun jadwal pelaksanaan dan Melakukan pengawasan sumber daya.,wbs proyek dibuat
Insinyur Elektro,M.71IEN00.010.1,Mengelola Manajemen Proyek Teknik Elektro,Menyusun jadwal pelaksanaan dan Melakukan pengawasan sumber daya.,kurva s dipantau
Insinyur Elektro,M.71IEN00.010.1,Mengelola Manajemen Proyek Teknik Elektro,Menyusun jadwal pelaksanaan dan Melakukan pengawasan sumber daya.,kebutuhan material tenaga kerja dikoordinasikan
Insinyur Elektro,M.71IEN00.010.1,Mengelola Manajemen Proyek Teknik Elektro,Menyusun jadwal pelaksanaan dan Melakukan pengawasan sumber daya.,anggaran proyek dikendalikan.
Insinyur Elektro,M.71IEN00.011.1,Melakukan Pengadaan Barang dan Jasa Teknik,Menyusun dokumen tender dan Melakukan evaluasi penawaran.,spesifikasi teknis rks disusun
Insinyur Elektro,M.71IEN00.011.1,Melakukan Pengadaan Barang dan Jasa Teknik,Menyusun dokumen tender dan Melakukan evaluasi penawaran.,klarifikasi teknis dilakukan vendor
Insinyur Elektro,M.71IEN00.011.1,Melakukan Pengadaan Barang dan Jasa Teknik,Menyusun dokumen tender dan Melakukan evaluasi penawaran.,penilaian teknis harga diberikan objektif.
Insinyur Elektro,M.71IEN00.012.1,Melaksanakan Supervisi Konstruksi Elektro,Memeriksa kesesuaian lapangan dan Menyetujui metode kerja.,pemasangan peralatan dipastikan sesuai gambar desain
Insinyur Elektro,M.71IEN00.012.1,Melaksanakan Supervisi Konstruksi Elektro,Memeriksa kesesuaian lapangan dan Menyetujui metode kerja.,prosedur instalasi vendor diperiksa
Insinyur Elektro,M.71IEN00.012.1,Melaksanakan Supervisi Konstruksi Elektro,Memeriksa kesesuaian lapangan dan Menyetujui metode kerja.,kendala teknis lapangan diselesaikan melalui instruksi lapangan.
Insinyur Elektro,M.71IEN00.013.1,Melakukan Testing dan Commissioning Sistem,Melakukan uji individu alat dan Melakukan uji fungsi sistem terintegrasi.,uji tahanan isolasi kontinuitas dilakukan
Insinyur Elektro,M.71IEN00.013.1,Melakukan Testing dan Commissioning Sistem,Melakukan uji individu alat dan Melakukan uji fungsi sistem terintegrasi.,sistem diuji coba kondisi beban
Insinyur Elektro,M.71IEN00.013.1,Melakukan Testing dan Commissioning Sistem,Melakukan uji individu alat dan Melakukan uji fungsi sistem terintegrasi.,berita acara commissioning disusun.
Insinyur Elektro,M.71IEN00.014.1,Mengelola Operasi Sistem Tenaga Listrik,Mengatur pembebanan dan Menjaga kualitas daya.,pengaturan jadwal pembangkitan dilakukan
Insinyur Elektro,M.71IEN00.014.1,Mengelola Operasi Sistem Tenaga Listrik,Mengatur pembebanan dan Menjaga kualitas daya.,frekuensi tegangan dijaga batas toleransi
Insinyur Elektro,M.71IEN00.014.1,Mengelola Operasi Sistem Tenaga Listrik,Mengatur pembebanan dan Menjaga kualitas daya.,manuver jaringan dilakukan gangguan.
Insinyur Elektro,M.71IEN00.015.1,Melakukan Pemeliharaan Peralatan Listrik,Menyusun program pemeliharaan dan Menganalisis hasil pemeliharaan.,jadwal preventif prediktif dibuat
Insinyur Elektro,M.71IEN00.015.1,Melakukan Pemeliharaan Peralatan Listrik,Menyusun program pemeliharaan dan Menganalisis hasil pemeliharaan.,riwayat kerusakan alat dianalisis
Insinyur Elektro,M.71IEN00.015.1,Melakukan Pemeliharaan Peralatan Listrik,Menyusun program pemeliharaan dan Menganalisis hasil pemeliharaan.,tindakan perbaikan corrective ditentukan.
Insinyur Elektro,M.71IEN00.016.1,Melakukan Audit Energi,Mengukur penggunaan energi dan Memberikan rekomendasi efisiensi.,pengukuran konsumsi listrik dilakukan titik beban utama
Insinyur Elektro,M.71IEN00.016.1,Melakukan Audit Energi,Mengukur penggunaan energi dan Memberikan rekomendasi efisiensi.,peluang hemat energi phe diidentifikasi
Insinyur Elektro,M.71IEN00.016.1,Melakukan Audit Energi,Mengukur penggunaan energi dan Memberikan rekomendasi efisiensi.,analisis biaya manfaat efisiensi energi disusun.
Insinyur Elektro,M.71IEN00.017.1,Menerapkan Standar dan Regulasi Ketenagalistrikan,Menelaah regulasi terbaru dan Memastikan kepatuhan desain.,"standar puil, iec, ansi dipatuhi"
Insinyur Elektro,M.71IEN00.017.1,Menerapkan Standar dan Regulasi Ketenagalistrikan,Menelaah regulasi terbaru dan Memastikan kepatuhan desain.,peraturan pemerintah keselamatan ketenagalistrikan diterapkan.
Insinyur Elektro,M.71IEN00.018.1,Merancang Sistem Energi Terbarukan,Menganalisis potensi sumber energi dan Merancang sistem konversi energi.,potensi mataharianginair dipetakan
Insinyur Elektro,M.71IEN00.018.1,Merancang Sistem Energi Terbarukan,Menganalisis potensi sumber energi dan Merancang sistem konversi energi.,sistem interkoneksi jalajala listrik grid dirancang
Insinyur Elektro,M.71IEN00.018.1,Merancang Sistem Energi Terbarukan,Menganalisis potensi sumber energi dan Merancang sistem konversi energi.,penyimpanan energi baterai dikonfigurasi.
Insinyur Elektro,M.71IEN00.019.1,Menggunakan Perangkat Lunak Teknik Elektro,Mengoperasikan software desain dan Mengelola data teknis digital.,software cad pemodelan sistem digunakan mahir
Insinyur Elektro,M.71IEN00.019.1,Menggunakan Perangkat Lunak Teknik Elektro,Mengoperasikan software desain dan Mengelola data teknis digital.,integritas data desain digital dijaga.
Insinyur Elektro,M.71IEN00.020.1,Mengelola Rantai Pasok Keinsinyuran,Mengevaluasi rantai pasokan dan Mengelola hubungan vendor.,strategi pembelian material utama disusun
